Partition	Axis	Class	Language_ID	N_Reviewed_Frame_Families	N_Attested_Reviewed	N_Attested_Unreviewed	N_Missing	N_D_No_R	N_R_No_D	N_Mixed_DR	N_Other_No_DR	N_Uncertain_No_DR	N_Other_And_Uncertain_No_DR	N_Borrowed_Only	N_D_Bearing	N_R_Bearing	N_DR_Informative	N_Any_Uncertain	N_Any_Other	N_Any_Borrowed	N_Partially_Reviewed_Families	D_Over_DR	D_Over_Attested_Reviewed	D_Proportion_DR	D_Proportion_Attested_Reviewed
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Belari	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	BettaKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Brahui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Eravallan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Gadaba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Gondi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Irula	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kadar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kannada	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kodagu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kolami	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Konda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Koraga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kota	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kudiya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kui	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kurux	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Kuwi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	MalaMalasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	MalaPulaya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Malasar	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Malayalam	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Malto	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Manda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Mannan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Muduga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Muthuvan	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Naiki	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Naikri	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Paliya	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	PaluKurumba	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Parji	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Pengo	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Sholaga	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Tamil	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Telugu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Toda	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Tulu	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	Urali	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-rhotic	markodi	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	AluKurumba	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Badaga	31	16	0	15	0	12	0	1	3	0	0	0	12	12	5	1	0	0	0/12	0/16	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Belari	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	BettaKurumba	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Brahui	31	1	0	30	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Eravallan	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Gadaba	31	5	0	26	0	4	0	0	0	0	1	0	4	4	0	0	2	0	0/4	0/5	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Gondi	31	9	0	22	0	6	0	0	2	0	1	0	6	6	2	0	1	0	0/6	0/9	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Irula	31	2	0	29	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0/1	0/2	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kadar	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kannada	31	23	0	8	0	23	0	0	0	0	0	0	23	23	5	0	0	0	0/23	0/23	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kodagu	31	12	0	19	0	12	0	0	0	0	0	0	12	12	0	0	0	0	0/12	0/12	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kolami	31	9	0	22	0	5	0	0	2	0	2	0	5	5	2	0	3	0	0/5	0/9	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Konda	31	11	0	20	2	8	1	0	0	0	0	3	9	11	0	0	0	0	3/11	3/11	0.272727	0.272727
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Koraga	31	2	0	29	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0/0	0/2		0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kota	31	16	0	15	0	15	0	0	1	0	0	0	15	15	1	0	0	0	0/15	0/16	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kudiya	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kui	31	12	0	19	2	4	2	0	3	0	1	4	6	8	3	0	1	0	4/8	4/12	0.5	0.333333
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kurumba	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kurux	31	6	0	25	0	5	0	0	1	0	0	0	5	5	1	0	0	0	0/5	0/6	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Kuwi	31	10	0	21	1	4	0	0	4	0	1	1	4	5	4	0	1	0	1/5	1/10	0.2	0.1
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	MalaMalasar	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	MalaPulaya	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Malasar	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Malayalam	31	23	0	8	0	23	0	0	0	0	0	0	23	23	1	0	0	0	0/23	0/23	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Malto	31	6	0	25	0	6	0	0	0	0	0	0	6	6	0	0	0	0	0/6	0/6	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Manda	31	3	0	28	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0/3	0/3	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Mannan	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Muduga	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Muthuvan	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Naiki	31	3	0	28	0	2	0	0	1	0	0	0	2	2	1	0	0	0	0/2	0/3	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Naikri	31	6	0	25	0	4	0	0	1	0	1	0	4	4	1	0	2	0	0/4	0/6	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Paliya	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	PaluKurumba	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Parji	31	5	0	26	0	4	0	0	0	0	1	0	4	4	0	0	1	0	0/4	0/5	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Pengo	31	6	0	25	0	5	0	0	1	0	0	0	5	5	1	0	0	0	0/5	0/6	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Sholaga	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Tamil	31	24	1	6	0	23	0	0	1	0	0	0	23	23	1	0	0	1	0/23	0/24	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Telugu	31	28	0	3	2	20	5	0	1	0	0	7	25	27	4	2	0	0	7/27	7/28	0.259259	0.25
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Toda	31	16	0	15	0	15	0	0	1	0	0	0	15	15	1	0	0	0	0/15	0/16	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Tulu	31	22	0	9	0	21	0	0	1	0	0	0	21	21	7	3	0	0	0/21	0/22	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	Urali	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / retroflex-stop	markodi	31	2	0	29	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	AluKurumba	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Badaga	34	16	0	18	0	10	0	3	3	0	0	0	10	10	3	5	0	0	0/10	0/16	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Belari	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	BettaKurumba	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Brahui	34	2	0	32	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0/1	0/2	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Eravallan	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Gadaba	34	7	0	27	0	4	0	1	1	0	1	0	4	4	1	1	1	0	0/4	0/7	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Gondi	34	14	0	20	0	8	1	1	2	0	2	1	9	9	3	2	3	0	1/9	1/14	0.111111	0.071429
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Irula	34	3	0	31	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0/0	0/3		0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kadar	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kannada	34	27	0	7	0	22	0	2	3	0	0	0	22	22	4	11	1	0	0/22	0/27	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kodagu	34	14	0	20	0	9	0	3	2	0	0	0	9	9	2	5	0	0	0/9	0/14	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kolami	34	12	0	22	0	2	0	2	7	0	1	0	2	2	7	2	1	0	0/2	0/12	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Konda	34	7	0	27	3	1	0	2	1	0	0	3	1	4	1	2	0	0	3/4	3/7	0.75	0.428571
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Koraga	34	1	0	33	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kota	34	16	0	18	0	11	0	4	1	0	0	0	11	11	2	7	0	0	0/11	0/16	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kudiya	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kui	34	7	0	27	3	1	2	0	1	0	0	5	3	6	2	0	0	0	5/6	5/7	0.833333	0.714286
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kurumba	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kurux	34	6	0	28	0	3	0	1	2	0	0	0	3	3	2	1	0	0	0/3	0/6	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Kuwi	34	10	0	24	3	2	0	2	1	0	2	3	2	5	3	2	2	0	3/5	3/10	0.6	0.3
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	MalaMalasar	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	MalaPulaya	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Malasar	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Malayalam	34	25	0	9	0	23	0	0	2	0	0	0	23	23	3	1	0	0	0/23	0/25	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Malto	34	3	0	31	0	2	0	0	1	0	0	0	2	2	1	0	0	0	0/2	0/3	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Manda	34	2	0	32	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1/1	1/2	1.0	0.5
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Mannan	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Muduga	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Muthuvan	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Naiki	34	4	0	30	0	4	0	0	0	0	0	0	4	4	0	0	0	0	0/4	0/4	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Naikri	34	4	0	30	0	2	0	1	0	0	1	0	2	2	0	1	1	0	0/2	0/4	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Paliya	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	PaluKurumba	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Parji	34	8	0	26	0	6	0	1	1	0	0	0	6	6	1	2	0	0	0/6	0/8	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Pengo	34	3	0	31	2	0	0	0	1	0	0	2	0	2	1	0	0	0	2/2	2/3	1.0	0.666667
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Sholaga	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Tamil	34	32	0	2	0	30	0	0	2	0	0	0	30	30	2	2	1	0	0/30	0/32	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Telugu	34	34	0	0	2	19	3	6	3	1	0	5	22	24	12	11	0	0	5/24	5/34	0.208333	0.147059
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Toda	34	14	0	20	0	6	0	6	2	0	0	0	6	6	2	8	1	0	0/6	0/14	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Tulu	34	20	0	14	0	15	0	1	4	0	0	0	15	15	6	5	0	0	0/15	0/20	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	Urali	34	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic	markodi	34	2	0	32	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	AluKurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Badaga	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Belari	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	BettaKurumba	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Brahui	5	1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0/0	0/1		0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Eravallan	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Gadaba	5	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Gondi	5	3	0	2	0	2	0	0	1	0	0	0	2	2	1	0	0	0	0/2	0/3	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Irula	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kadar	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kannada	5	5	0	0	0	4	0	0	1	0	0	0	4	4	2	0	0	0	0/4	0/5	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kodagu	5	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kolami	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Konda	5	2	0	3	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0/2	0/2	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Koraga	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kota	5	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0/1	0/1	0.0	0.0
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kudiya	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0/0	0/0		
sensitivity	Domain_Apical_Group	short-vowel-initial-singleton-apical / rhotic-or-alveolar	Kui	5	2	0	3	1	0	0	0	1	0	0	1	0	1	2	0	0	0	1/1	1/2	1.0	0.5
